trip_distance_km,trip_duration_min,surge_multiplier,traffic_level,vehicle_type,weather_condition,peak_hour,pickup_zone,fuel_price_per_liter,demand_index,driver_rating,customer_rating,music_preference,customer_loyalty_score,phone_battery_level,ride_fare
10.52,35.26,2.0,Medium,Mini,Sunny,1,SemiUrban,92.02,193.56,3.93,4.63,Pop,64.04,82,1243.99
38.95,,1.2,Medium,Mini,Sunny,0,Urban,118.74,202.52,4.59,4.07,Rock,94.11,48,1638.77
16.33,68.0,1.5,High,Mini,Rainy,1,Urban,,262.6,3.28,4.36,Classical,84.45,37,1567.75
35.79,97.48,1.0,Low,Mini,Rainy,0,Urban,106.49,88.66,4.48,3.53,Rock,16.42,44,1217.86
25.61,69.94,1.2,Medium,Sedan,Sunny,0,Urban,99.35,162.57,4.34,4.36,Rock,76.3,3,1309.31
32.0,94.51,2.0,Low,Mini,Sunny,0,Airport,,168.55,4.02,4.79,Rock,57.79,27,2508.9
20.6,56.12,1.0,Low,Sedan,Rainy,1,Urban,108.8,261.89,3.27,3.36,Pop,81.93,22,1072.86
23.5,95.19,1.0,Medium,Mini,Sunny,0,Airport,107.51,140.62,3.24,4.64,Pop,47.68,70,1152.35
20.21,79.12,1.0,Low,Sedan,Foggy,0,Airport,95.02,70.26,4.35,4.16,Pop,20.17,19,1090.66
8.61,32.12,1.0,High,Mini,,0,Airport,119.09,200.31,4.71,3.43,Rock,7.75,90,779.04
29.18,103.68,1.0,Medium,Mini,Sunny,1,Airport,90.86,215.49,4.13,4.67,None,26.63,82,1246.57
11.95,44.75,1.2,Medium,Sedan,,0,Airport,100.3,195.6,3.92,3.45,Pop,19.41,94,1056.55
1.95,11.08,1.0,Low,Sedan,Sunny,0,Urban,114.04,172.47,4.04,4.76,None,61.01,68,598.6
26.17,112.98,1.2,Low,SUV,Sunny,0,Airport,115.53,103.28,3.31,3.72,None,64.46,48,1573.98
7.91,31.28,2.0,High,Mini,Sunny,0,Airport,113.92,184.66,3.1,4.4,None,44.19,18,1512.63
37.68,111.58,1.2,Medium,Sedan,Rainy,0,SemiUrban,,59.02,4.66,4.46,Classical,45.5,80,1704.44
,93.17,1.0,Low,Mini,Sunny,1,Urban,110.2,191.69,4.69,3.99,Classical,86.61,28,1219.75
36.68,123.29,1.2,Low,Sedan,Sunny,1,SemiUrban,112.93,172.27,4.51,4.68,Rock,14.42,42,1634.14
15.44,46.84,1.0,Low,Mini,Sunny,0,Urban,107.34,288.16,4.54,3.74,None,10.85,97,856.94
1.6,-0.14,1.0,Low,Sedan,Sunny,0,Urban,110.37,129.99,3.43,4.71,None,7.21,12,374.25
37.2,144.79,1.0,Medium,Sedan,Sunny,0,Airport,106.61,55.44,3.22,,None,47.58,66,1557.0
17.7,51.69,2.0,Medium,SUV,Sunny,0,SemiUrban,91.65,240.03,,3.08,None,78.09,20,2050.19
38.7,151.29,1.5,Medium,Premium,Sunny,0,SemiUrban,98.2,91.92,4.28,3.9,None,66.96,79,2534.95
38.58,158.24,1.0,High,SUV,Sunny,1,Airport,111.08,186.12,3.79,4.64,None,8.82,39,1698.85
34.27,94.71,1.2,Low,Sedan,Sunny,0,SemiUrban,97.25,103.71,3.03,3.53,None,50.42,64,1449.1
12.48,54.0,1.0,Medium,SUV,Sunny,1,Urban,103.66,184.86,4.9,4.43,Classical,4.09,88,952.03
16.02,43.2,2.5,Medium,Mini,Sunny,1,Urban,106.04,195.25,3.46,3.9,Pop,12.73,52,2038.57
34.19,69.62,2.5,Low,Mini,Rainy,0,Urban,110.13,215.43,3.01,3.62,Classical,20.92,61,3096.8
13.36,34.69,1.0,Low,Sedan,Rainy,1,Urban,97.77,143.25,3.77,4.78,Classical,42.85,34,820.57
7.61,37.14,1.0,Medium,Premium,Sunny,0,Airport,107.86,65.28,3.43,3.96,Classical,36.63,2,993.58
22.72,47.06,1.2,Low,Sedan,Sunny,0,Airport,107.9,199.23,3.74,4.51,None,68.1,34,1305.52
,137.51,1.2,Medium,Mini,Rainy,0,Airport,115.35,266.13,4.88,3.93,Pop,76.08,92,1969.92
28.15,101.26,1.0,Medium,Sedan,Foggy,0,SemiUrban,106.56,181.36,4.24,3.61,Pop,90.72,19,1308.7
23.23,97.1,1.2,Low,Mini,Sunny,1,SemiUrban,98.85,112.56,4.29,4.84,Rock,60.72,60,1094.02
4.79,5.95,1.0,Low,Sedan,Rainy,0,SemiUrban,105.68,153.37,4.77,3.27,Pop,25.97,96,518.77
24.99,,1.2,Low,Mini,Sunny,0,SemiUrban,93.22,185.06,3.23,4.16,None,51.05,32,1160.24
39.61,,1.0,Medium,Mini,Sunny,0,Airport,108.23,71.92,3.2,3.39,Classical,63.93,50,1532.18
6.46,22.06,1.5,Low,Mini,Rainy,0,SemiUrban,117.48,192.02,4.71,3.23,None,18.37,29,962.23
21.21,96.37,1.2,High,Sedan,Sunny,1,SemiUrban,105.89,77.32,3.32,3.19,Rock,41.67,36,1246.76
35.22,137.22,1.2,High,Sedan,Sunny,1,SemiUrban,98.77,94.46,4.47,4.53,Rock,31.93,2,1648.86
29.89,67.7,1.5,Low,Mini,Sunny,0,Urban,102.17,148.26,,3.52,None,64.57,44,1543.93
28.18,82.29,1.2,High,Sedan,Rainy,0,Airport,117.06,249.84,3.95,,Rock,9.2,38,1704.13
28.4,83.65,1.0,Medium,SUV,Rainy,1,Airport,114.39,255.95,3.77,,Pop,82.08,39,1398.29
15.02,45.87,1.0,Low,Premium,Sunny,1,Airport,114.1,120.66,3.21,4.74,None,9.56,65,1171.11
12.45,49.4,1.0,Medium,SUV,Rainy,0,Urban,106.92,184.49,4.34,,None,83.18,24,1015.0
32.57,88.08,1.0,Medium,Mini,,0,Airport,101.89,73.42,4.71,4.39,None,13.87,9,1154.28
32.59,96.26,1.5,Low,Mini,Rainy,0,Airport,93.97,299.43,3.2,4.8,Classical,77.45,83,2157.75
34.82,,1.0,Low,Mini,Foggy,0,Airport,119.27,213.49,3.72,4.17,Rock,86.6,22,1629.98
36.62,90.03,1.0,Low,Sedan,Sunny,0,SemiUrban,95.37,106.05,3.06,4.63,None,57.82,95,1201.54
20.94,78.24,1.5,Low,Sedan,Sunny,0,SemiUrban,,274.93,3.47,4.71,None,90.5,89,1445.14
20.56,55.33,1.2,Low,Mini,Rainy,1,Airport,112.93,137.44,3.52,4.61,Pop,29.26,12,1327.13
32.13,114.73,1.2,Medium,SUV,Rainy,0,Urban,100.52,118.81,,3.75,Classical,33.53,75,1792.65
26.35,89.31,1.0,Low,SUV,Sunny,0,SemiUrban,107.52,124.36,4.5,4.61,Rock,37.58,87,1190.26
28.38,92.5,1.0,Low,Sedan,Rainy,1,Urban,112.85,171.51,4.66,4.05,Rock,96.25,6,1273.08
,190.83,1.2,Low,Sedan,Foggy,0,Urban,106.68,58.36,,3.69,Pop,7.07,79,5636.61
35.71,93.29,2.0,High,Sedan,Sunny,1,Urban,104.72,212.86,3.27,3.41,Pop,0.79,19,2809.96
14.18,40.14,1.0,Low,Sedan,Sunny,1,Airport,91.52,286.94,3.61,4.39,None,5.2,9,889.11
15.65,68.3,1.2,Medium,SUV,,1,SemiUrban,104.63,253.88,4.49,3.61,Pop,48.93,92,1223.54
4.67,17.82,2.5,Medium,Mini,Rainy,0,Airport,,252.77,3.05,3.53,Classical,22.04,30,1776.86
23.55,57.39,1.2,Medium,Sedan,Sunny,0,Airport,116.42,243.51,3.3,4.18,Classical,48.71,90,1346.11
2.4,16.24,1.0,Medium,Mini,Sunny,0,SemiUrban,103.42,139.19,4.0,3.51,None,53.22,63,338.85
19.16,58.1,1.5,Low,Sedan,Sunny,0,Urban,,97.61,3.05,3.64,None,48.45,61,1300.86
22.16,46.2,1.5,Low,Sedan,Sunny,0,Airport,113.21,128.59,3.21,4.41,None,44.83,84,1495.03
12.18,42.05,1.2,Low,Mini,Rainy,0,Urban,104.03,93.2,3.64,4.35,None,39.32,36,799.94
24.04,71.31,2.0,Medium,Mini,Sunny,1,Urban,,262.73,3.48,4.86,Pop,32.31,51,2073.67
2.19,25.15,1.2,Low,Mini,Rainy,1,Urban,116.82,155.26,3.72,4.6,Rock,32.31,30,624.49
2.46,-6.2,1.5,Low,Mini,Sunny,0,SemiUrban,116.87,252.99,4.51,3.68,Rock,21.1,34,636.25
33.08,100.83,2.5,Medium,Sedan,Foggy,0,Urban,117.0,122.58,3.43,3.93,Pop,39.72,18,3335.69
,57.48,1.2,Low,Premium,Sunny,1,SemiUrban,98.18,85.94,4.25,4.13,Classical,54.87,3,1093.54
,30.08,1.2,Medium,Mini,Sunny,0,SemiUrban,99.46,267.65,4.76,3.8,Pop,93.95,67,646.53
21.37,85.15,1.2,Low,Mini,Rainy,1,Airport,117.56,249.73,3.61,4.97,Rock,72.51,91,1438.93
31.03,107.16,1.5,High,Sedan,Sunny,0,Urban,93.77,189.03,3.1,3.07,Rock,91.07,25,1956.93
9.42,35.28,1.5,High,Mini,Rainy,0,Airport,109.68,80.82,4.26,4.29,None,21.85,12,1267.69
25.29,50.35,1.0,Medium,Mini,Foggy,0,Airport,98.77,134.08,4.43,,Classical,24.84,44,983.93
4.33,9.88,1.5,High,Sedan,Sunny,0,SemiUrban,111.64,64.39,3.95,4.87,Rock,30.37,21,761.91
3.02,6.0,1.5,Low,SUV,,1,Airport,115.01,274.55,3.86,4.8,Rock,96.72,42,1260.79
21.72,,1.5,Medium,SUV,Sunny,0,Urban,102.24,110.06,4.49,4.84,Classical,52.78,92,1669.29
22.08,55.93,1.5,Low,Mini,Rainy,0,Urban,94.53,180.82,3.83,4.98,Pop,82.23,24,1326.28
25.86,114.59,1.0,Medium,Mini,Sunny,1,SemiUrban,111.97,285.46,3.01,3.65,Classical,81.37,13,1139.58
29.32,84.16,1.0,Low,Sedan,Rainy,0,Urban,91.67,205.78,4.78,3.98,None,88.55,12,1238.66
39.06,136.33,1.5,Low,Mini,Sunny,0,SemiUrban,90.45,205.76,3.51,3.37,Pop,20.58,75,2038.47
21.14,85.11,2.0,High,Sedan,Sunny,1,SemiUrban,116.32,258.21,4.22,4.63,Classical,51.77,50,2319.42
13.6,34.52,1.0,Low,Sedan,Foggy,1,SemiUrban,114.5,223.36,4.11,4.15,Rock,59.25,20,746.03
32.01,125.48,1.2,Medium,Mini,Sunny,1,Urban,107.46,171.44,4.03,4.38,None,51.35,32,1412.65
11.56,27.54,1.5,Medium,Mini,Sunny,0,Airport,109.96,80.55,3.49,3.12,None,85.4,31,1020.02
18.12,79.75,1.5,Low,SUV,Sunny,0,SemiUrban,118.58,174.17,4.48,3.12,Classical,93.74,88,1552.87
4.06,24.0,1.2,Medium,Sedan,Foggy,0,SemiUrban,91.88,95.49,3.49,3.15,Rock,22.12,14,649.09
1.99,6.24,1.0,Low,SUV,Rainy,0,Airport,96.5,172.96,4.88,4.43,None,5.79,45,685.07
38.54,96.46,1.5,High,Sedan,Sunny,0,SemiUrban,111.88,55.49,4.12,3.74,Classical,73.58,32,2029.69
33.6,120.77,1.5,High,Sedan,Rainy,0,Airport,97.92,138.12,4.54,4.49,Classical,50.95,23,2317.8
28.14,93.16,1.5,Medium,Mini,,0,SemiUrban,96.22,63.82,4.49,4.04,Pop,93.88,63,1515.65
16.95,41.5,1.5,High,Sedan,Foggy,1,Airport,103.27,86.41,,3.38,Rock,70.93,40,1514.62
7.76,9.53,1.0,Low,SUV,Rainy,1,SemiUrban,111.71,223.73,4.06,3.23,Rock,31.24,83,744.72
7.1,30.37,2.5,Low,Mini,Sunny,0,SemiUrban,96.32,294.08,3.11,4.85,None,53.12,79,1503.52
10.76,36.94,1.5,Low,Mini,Sunny,0,SemiUrban,102.89,191.18,3.18,4.32,None,89.85,78,821.35
22.42,69.26,1.2,Medium,Sedan,Rainy,1,SemiUrban,105.56,92.37,3.72,4.21,Pop,84.83,19,1302.29
28.87,90.72,2.0,Low,Sedan,Rainy,1,Urban,95.17,144.11,,4.23,Classical,46.72,13,2374.96
26.75,115.51,2.0,Medium,Sedan,Sunny,1,Urban,104.3,108.59,3.43,3.72,Pop,22.18,8,2419.14
11.92,22.26,1.5,Medium,Sedan,Sunny,0,SemiUrban,115.98,61.96,4.85,3.2,Pop,10.64,4,958.38
38.24,97.0,1.2,Low,Sedan,Sunny,0,Airport,112.38,278.27,3.95,4.76,Classical,17.17,31,1802.06
29.78,98.81,1.2,Low,Sedan,Sunny,1,SemiUrban,105.1,185.54,4.81,4.85,Pop,44.21,2,1373.02
22.62,59.03,1.0,Low,Sedan,Sunny,1,Airport,93.76,87.22,3.11,3.93,Classical,71.66,30,952.85
,70.52,1.0,Medium,Mini,,1,Airport,90.7,236.43,3.7,,Rock,17.18,83,1132.15
17.36,54.2,1.2,Low,Mini,Foggy,0,Urban,92.02,92.82,3.72,3.44,Classical,68.27,83,939.91
10.66,50.58,1.2,Low,Sedan,Sunny,0,Airport,112.51,101.63,3.08,3.02,Rock,30.46,62,855.78
14.88,66.09,1.0,Medium,Sedan,Foggy,1,SemiUrban,111.13,200.39,4.3,4.4,None,62.59,28,936.48
30.56,98.48,2.0,Low,SUV,Foggy,0,Urban,112.38,156.61,3.28,4.0,Rock,48.62,19,2682.71
1.56,17.35,1.2,Medium,Sedan,Rainy,1,Urban,99.22,273.68,3.69,4.9,Rock,87.29,87,787.08
5.53,41.51,1.2,Medium,Sedan,Sunny,0,Urban,92.7,199.18,4.96,3.09,Rock,92.46,53,816.19
2.79,12.04,1.0,Medium,Mini,Sunny,0,SemiUrban,111.43,95.61,4.86,3.67,Pop,38.5,85,436.5
2.59,20.53,1.0,Medium,Sedan,Foggy,0,Airport,117.67,168.68,3.52,4.97,Pop,36.95,91,731.35
34.36,86.18,2.0,Low,Mini,Foggy,1,Airport,103.57,231.68,3.63,4.24,Pop,61.29,42,2736.46
28.44,85.76,1.0,Low,Sedan,Foggy,0,SemiUrban,112.93,200.03,4.08,3.7,Rock,29.33,30,1186.9
19.49,56.23,1.2,Medium,Mini,Foggy,1,SemiUrban,111.84,130.3,3.57,3.4,Rock,58.58,33,1034.18
4.82,29.29,1.2,Low,Mini,Sunny,1,Urban,115.61,146.61,4.45,3.13,Rock,41.17,67,601.04
20.17,60.08,1.2,High,Sedan,Sunny,0,SemiUrban,90.85,216.41,4.13,4.85,None,47.65,21,1220.63
19.47,65.09,1.2,Low,Mini,Rainy,0,Airport,118.66,179.75,3.95,3.8,Classical,79.11,41,1202.63
7.75,34.97,1.0,Medium,Sedan,Sunny,0,SemiUrban,115.96,68.44,4.91,4.89,None,11.07,63,579.95
17.92,78.34,1.0,Low,Sedan,Sunny,1,Airport,116.29,187.17,3.43,3.7,Classical,14.87,98,1019.96
16.54,74.79,1.2,High,SUV,Sunny,0,SemiUrban,119.89,163.7,4.72,4.89,Pop,11.48,78,1293.66
25.02,,1.5,Medium,Mini,Sunny,0,Airport,109.18,253.73,4.45,4.62,Rock,62.18,65,1707.5
25.77,76.8,1.0,Medium,Mini,Sunny,0,SemiUrban,92.45,78.08,3.4,3.65,Classical,86.76,15,3816.61
2.77,9.18,1.0,Medium,SUV,Sunny,0,SemiUrban,114.68,50.26,3.37,3.85,Rock,90.2,3,563.03
,60.08,1.0,Low,Mini,Sunny,0,Urban,94.05,255.19,4.16,4.89,Rock,52.31,51,822.53
25.41,70.91,1.2,Medium,SUV,Rainy,0,Urban,112.14,102.81,3.16,4.49,Pop,64.84,69,1413.79
20.62,75.5,1.0,Low,Mini,Sunny,0,SemiUrban,102.72,57.88,3.96,4.61,Rock,69.04,92,763.2
34.4,112.57,1.0,Medium,Sedan,Rainy,0,Airport,90.2,105.25,3.67,4.25,Rock,46.1,31,1376.63
26.69,70.67,1.2,Low,Mini,Rainy,0,Airport,103.07,271.5,4.7,3.12,Pop,65.23,61,1425.83
7.35,31.91,1.0,Low,Sedan,Sunny,1,SemiUrban,113.9,92.79,4.19,4.72,None,35.38,74,475.93
3.75,26.44,1.2,Low,SUV,Sunny,0,Urban,92.62,130.0,4.28,4.56,Pop,62.74,5,745.19
26.05,70.0,1.0,Low,Sedan,Sunny,1,Airport,90.07,202.65,3.65,4.14,Rock,49.63,79,1140.73
2.03,23.73,2.0,Low,Sedan,Rainy,0,Urban,103.58,94.86,3.43,,None,16.09,95,1087.3
23.85,82.37,1.0,High,Mini,Sunny,0,Urban,90.04,211.29,4.07,3.46,None,84.5,63,1062.22
37.67,89.05,1.0,Medium,SUV,Sunny,1,Urban,118.04,226.67,4.89,4.85,Pop,26.59,40,1437.27
,72.32,2.5,High,Sedan,Sunny,0,SemiUrban,114.75,107.76,4.19,3.43,Rock,10.43,19,2635.5
16.14,57.27,1.0,Low,Mini,Sunny,0,Airport,,74.06,3.04,4.35,None,83.08,57,803.64
26.09,86.81,1.2,Medium,Mini,Foggy,0,SemiUrban,90.52,150.49,4.93,3.95,None,86.48,28,1258.05
18.87,70.21,1.0,Medium,Mini,Sunny,0,Urban,107.09,224.66,4.67,4.1,None,4.81,92,845.07
22.28,88.78,1.0,Medium,Mini,Sunny,0,Airport,,253.38,4.77,3.41,Rock,93.72,12,1132.7
37.72,76.12,1.2,Medium,SUV,Sunny,0,Airport,107.62,59.17,3.91,3.36,Pop,7.01,19,1780.82
16.06,47.89,2.0,Medium,Mini,Sunny,0,SemiUrban,118.41,184.14,4.79,3.66,Classical,20.88,85,1573.11
38.49,148.93,1.2,Medium,Mini,Sunny,0,Airport,114.94,114.34,3.52,3.06,None,0.63,67,1807.02
36.31,101.78,1.2,Medium,Sedan,Rainy,1,Airport,100.95,154.02,4.6,3.24,Rock,1.46,4,1793.08
8.64,23.7,1.2,Medium,Sedan,Sunny,0,SemiUrban,110.84,182.19,4.23,3.73,Rock,8.49,54,780.74
3.71,16.49,1.0,High,Mini,Sunny,0,Urban,103.83,233.81,4.91,4.22,Classical,88.54,49,609.77
4.93,11.27,1.2,High,Mini,Rainy,0,Urban,117.85,59.95,3.59,3.7,Rock,5.71,46,694.71
1.71,9.35,1.0,Medium,Mini,Sunny,0,Airport,108.54,92.59,3.25,3.15,Classical,74.49,3,514.24
4.68,29.81,1.0,Low,Sedan,Rainy,0,Urban,107.46,204.09,4.43,4.6,Classical,57.1,93,682.4
27.64,83.81,1.0,Low,Mini,Foggy,0,Urban,105.02,160.21,4.97,3.32,Classical,78.76,39,1109.99
3.78,34.27,2.0,Low,SUV,Sunny,0,SemiUrban,,102.47,3.29,3.11,Classical,83.23,74,1186.61
13.44,56.6,1.0,Low,Sedan,Sunny,1,Urban,94.44,66.25,3.2,3.7,Pop,42.24,99,692.41
33.95,80.38,1.2,Low,Sedan,Rainy,0,SemiUrban,98.22,278.7,3.86,3.93,Rock,15.23,42,1541.91
1.91,1.89,1.0,Low,SUV,Sunny,1,SemiUrban,99.98,140.73,4.44,4.78,None,0.15,3,483.87
32.76,123.43,1.0,Medium,Sedan,Foggy,0,Urban,94.62,152.64,4.19,,Pop,88.84,51,1338.23
11.99,56.84,1.2,Low,Sedan,Rainy,0,SemiUrban,114.38,62.28,4.88,4.17,Pop,54.44,80,921.11
5.61,21.15,1.5,Medium,Mini,Sunny,1,Airport,90.07,234.64,4.62,3.55,Classical,51.4,30,900.79
28.17,,1.2,Low,Sedan,Rainy,1,SemiUrban,117.47,298.04,4.15,3.24,Rock,74.09,26,1516.37
25.53,78.71,1.0,High,Mini,Sunny,0,SemiUrban,93.85,294.58,3.72,4.27,Pop,32.78,65,1126.16
35.22,129.97,2.0,Medium,Sedan,Sunny,0,SemiUrban,91.53,127.8,4.67,4.5,Rock,99.35,16,2714.28
29.67,111.95,1.0,Low,Sedan,Sunny,1,Urban,119.86,290.29,,4.09,Rock,56.81,19,1434.96
32.34,87.94,1.5,High,Sedan,Sunny,0,SemiUrban,119.99,151.91,4.75,3.67,Classical,7.11,76,1867.29
12.0,33.35,1.2,Low,SUV,Sunny,1,Airport,95.75,146.81,4.2,4.98,Classical,17.29,5,1098.77
7.92,30.81,1.2,High,Sedan,Rainy,1,Urban,94.01,257.91,,3.07,None,29.88,55,1040.95
30.27,115.29,2.0,Medium,Mini,Sunny,1,Urban,95.93,247.95,3.09,4.11,None,15.52,88,2476.29
32.47,127.38,1.5,Low,Sedan,,0,Urban,105.34,168.72,4.98,4.34,Classical,90.83,22,1897.95
39.63,142.0,1.0,Low,SUV,,1,Airport,99.64,161.86,4.51,,Classical,45.8,75,1738.17
17.09,63.82,1.0,Low,Sedan,Rainy,0,SemiUrban,100.09,292.11,4.16,3.27,Rock,41.86,26,1052.42
15.51,52.24,1.0,High,Mini,Sunny,0,SemiUrban,114.29,152.13,4.06,3.36,Classical,75.44,56,934.18
,79.41,1.0,Medium,Premium,Sunny,0,Airport,116.71,265.43,4.2,4.89,Classical,82.43,21,1646.02
14.29,34.85,2.0,Low,Mini,Sunny,0,Airport,119.09,236.61,3.09,4.81,Pop,26.22,49,1713.61
37.3,129.28,1.0,Medium,Premium,Rainy,0,Urban,105.44,76.73,3.73,3.35,Rock,4.73,9,1775.88
34.48,122.32,1.2,Low,Mini,Sunny,1,Airport,97.38,89.75,3.18,3.12,None,14.22,89,1509.64
17.73,58.74,1.5,Low,Premium,,0,SemiUrban,106.65,59.37,3.35,3.35,None,86.03,31,1619.44
,87.22,1.5,High,Mini,Sunny,1,Urban,116.13,58.79,3.67,4.76,Pop,41.68,45,1760.88
30.43,99.86,1.2,Medium,Sedan,Rainy,0,Airport,90.93,201.11,4.35,3.2,Rock,22.41,63,1737.95
5.02,11.48,1.5,Low,Sedan,Rainy,1,Urban,117.34,69.25,4.86,3.32,Rock,98.68,3,707.41
36.2,91.34,1.0,High,Sedan,,0,Airport,96.8,84.05,4.97,4.41,Pop,21.83,25,1354.47
20.7,57.05,1.5,Low,SUV,Rainy,0,SemiUrban,,111.09,4.5,4.64,Classical,80.33,38,1626.39
33.23,76.14,1.0,Low,Sedan,Sunny,1,Airport,100.92,188.33,,,Classical,99.97,89,1414.08
13.48,46.53,2.0,Low,Mini,Rainy,1,SemiUrban,117.41,107.24,3.64,3.39,Rock,14.06,28,1422.4
35.93,101.67,1.0,Medium,Mini,Rainy,0,Airport,95.28,148.98,3.61,4.61,Classical,68.03,73,1488.3
16.18,50.71,1.0,Medium,Sedan,Sunny,0,Airport,96.69,138.33,4.68,3.75,Rock,83.41,31,913.12
1.42,7.4,1.2,Low,Sedan,Sunny,0,Urban,111.93,149.08,4.55,4.35,Pop,92.07,23,538.61
36.31,121.9,1.5,Medium,Mini,Rainy,0,SemiUrban,118.04,282.26,3.13,3.5,Classical,29.55,73,2149.95
4.56,19.57,1.5,Medium,Mini,Sunny,1,Airport,93.14,292.42,3.99,4.11,Classical,7.89,52,1080.61
,61.04,1.0,Medium,Sedan,Rainy,1,Airport,105.67,68.12,4.28,3.67,Rock,3.84,19,963.44
38.05,134.81,1.0,High,Sedan,Rainy,0,Airport,117.43,77.63,3.03,3.47,Pop,35.78,66,1646.72
,102.14,1.0,Low,SUV,,0,Urban,116.58,63.67,4.19,4.46,None,15.24,62,1525.81
23.36,,1.2,Low,Mini,Rainy,0,SemiUrban,118.45,146.91,4.88,4.73,Classical,36.35,99,1161.97
25.64,102.87,1.2,Medium,SUV,Sunny,0,Urban,117.06,262.78,3.09,4.75,Classical,89.77,9,1609.2
18.49,73.8,1.0,Low,SUV,Foggy,1,Urban,99.44,249.96,3.34,3.88,Classical,23.26,94,1127.14
12.44,47.19,1.2,Low,Mini,Rainy,1,Urban,96.24,138.7,3.21,4.82,Pop,58.29,83,883.71
13.82,40.8,1.0,Low,Sedan,Sunny,0,Airport,117.04,237.68,3.74,4.04,Pop,97.73,61,943.29
27.23,86.14,2.0,Medium,Sedan,Rainy,0,Urban,111.36,294.75,3.74,3.71,Rock,37.98,96,2564.82
30.34,87.55,1.0,Low,Sedan,Rainy,1,SemiUrban,101.36,98.49,4.91,4.52,Classical,21.43,21,1185.98
31.87,69.82,1.2,Low,Sedan,Rainy,0,SemiUrban,111.39,290.97,4.6,3.55,Rock,94.67,3,1555.73
31.8,94.15,1.2,Low,Sedan,Sunny,0,SemiUrban,99.22,242.7,4.27,3.81,Rock,58.04,23,1432.52
4.56,34.23,1.0,Medium,Mini,Sunny,0,SemiUrban,107.44,78.67,4.28,4.6,Classical,5.47,24,417.3
20.28,52.03,1.0,Medium,Mini,Rainy,0,Urban,97.0,248.63,4.33,3.98,None,12.92,98,946.99
3.24,14.87,1.0,Low,Mini,Rainy,1,Airport,106.85,75.56,3.34,3.26,None,58.09,53,550.33
22.43,83.27,1.0,Medium,Sedan,Sunny,0,Airport,117.69,57.43,3.71,4.91,Pop,48.34,17,1008.17
18.22,48.8,1.2,Medium,Mini,Sunny,0,Airport,113.14,241.15,4.29,3.02,Rock,44.81,89,1147.7
35.62,137.41,1.0,Medium,SUV,Foggy,0,SemiUrban,109.68,273.74,3.07,3.49,Pop,54.72,66,1575.96
14.69,48.63,1.0,Low,Sedan,Sunny,0,SemiUrban,97.38,150.1,3.98,4.61,Classical,36.32,34,762.33
5.57,29.12,1.0,Medium,Sedan,Rainy,1,Urban,91.9,56.02,4.67,4.69,Rock,83.37,54,513.76
6.58,13.74,1.0,High,SUV,Sunny,1,SemiUrban,111.32,199.39,,4.35,Classical,94.61,48,3517.71
30.7,,1.0,Low,Mini,Sunny,0,Urban,107.28,108.32,4.73,4.23,Pop,31.49,31,1088.21
25.11,88.08,1.0,Low,Mini,Rainy,1,Urban,96.38,185.94,4.49,4.67,Rock,67.86,21,1069.7
4.94,14.92,1.2,Low,Premium,Rainy,1,SemiUrban,118.04,129.48,4.08,4.49,Pop,37.91,11,954.39
4.28,32.63,1.5,Medium,Sedan,Foggy,1,Airport,106.56,205.6,3.75,4.96,Rock,15.67,41,1167.52
28.34,78.51,2.0,Medium,Mini,Sunny,0,SemiUrban,107.16,115.08,4.31,3.92,Classical,20.97,98,1991.05
3.84,28.19,1.0,Low,Mini,Rainy,0,SemiUrban,98.96,87.11,3.99,3.54,Classical,24.21,69,448.77
33.05,97.23,1.0,Low,SUV,Sunny,1,SemiUrban,116.38,238.1,,3.01,Rock,49.25,10,1407.8
28.54,99.55,1.0,High,Sedan,Sunny,0,Airport,116.74,184.71,4.22,3.66,Pop,26.21,38,1347.36
,17.82,1.2,Medium,Mini,Rainy,0,Urban,111.45,129.35,3.5,4.65,None,51.47,88,659.06
4.31,29.93,1.2,High,SUV,,0,Urban,92.98,206.97,4.93,3.07,Classical,0.01,23,876.12
39.48,,1.0,High,Sedan,Rainy,0,Urban,92.53,121.8,,4.38,Rock,31.22,16,1586.97
15.6,53.75,1.5,Medium,Premium,Sunny,0,Airport,104.08,141.33,4.78,3.09,Classical,39.02,12,1818.98
15.46,76.21,1.2,Low,Mini,Rainy,0,Airport,94.26,143.96,3.98,3.95,None,62.26,50,1109.7
32.7,76.57,2.5,Medium,Sedan,Sunny,0,Airport,99.96,106.62,4.41,3.84,Classical,4.75,16,3218.94
37.94,126.84,1.0,Low,Mini,Sunny,0,Urban,95.14,160.22,3.4,4.87,Classical,92.3,98,1330.23
39.45,108.58,1.0,Medium,Sedan,Sunny,0,Urban,99.3,253.81,4.12,3.64,Rock,31.06,78,1430.85
30.38,110.93,1.0,Medium,Mini,Sunny,1,Airport,118.29,292.74,3.4,4.07,Rock,49.49,21,1332.55
15.67,51.52,1.0,High,Mini,Sunny,0,Urban,112.6,104.86,3.48,4.24,Classical,69.5,1,852.35
4.26,20.65,2.0,Low,Mini,Sunny,0,Airport,94.15,284.71,3.32,3.58,Classical,36.86,38,1220.17
31.31,114.43,1.0,Low,Mini,Sunny,1,Urban,110.07,119.47,3.9,3.5,Classical,62.99,64,1173.74
22.78,98.69,1.2,Medium,Premium,Sunny,0,SemiUrban,90.92,167.48,4.03,3.57,Classical,49.34,95,1549.46
